agreement_from,end_date,title,entity_code,person_indication,agreement,person,amount,other_party_of_agreement,start_date,description
Rašytinė,,VITALIUS PLIKAITIS,,Deklaruojantysis,Paskola (gauta),ARVYDAS JAKAS,117000,"Fiziniai asmenys, registruoti Lietuvoje",2008-09-16,"PASKOLA, PINIGAI"
Rašytinė,,"UAB ""SEB GYVYBĖS DRAUDIMAS""",110076645,Deklaruojantysis,Draudimas,PETRAS NAUSĖDA,50000,"Juridiniai asmenys, registruoti Lietuvoje",2007-11-29,INVESTICINIS GYVYBĖS DRAUDIMAS
Rašytinė,,ŠILUTĖS KREDITO UNIJA,112041116,Deklaruojantysis,Paskola (gauta),ARVYDAS JAKAS,172640,"Juridiniai asmenys, registruoti Lietuvoje",2010-07-08,"PASKOLA, PINIGAI"
Rašytinė,,ŠILUTĖS KREDITO UNIJA,112041116,Deklaruojantysis,Paskola (gauta),ARVYDAS JAKAS,517920,"Juridiniai asmenys, registruoti Lietuvoje",2010-04-14,"PASKOLA, PINIGAI"
Rašytinė,,UAB NORVEGLIT,300138673,Deklaruojantysis,Paskola (gauta),ARVYDAS JAKAS,25000,"Juridiniai asmenys, registruoti Lietuvoje",2011-03-28,PASKOLA
Rašytinė,2011-08-17,AGHARBIDV MUSTAPHA,,Deklaruojantysis,Pirkimas,AUŠRA DEGUTYTĖ,10200,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2011-08-17,AUTOMOBILIO PIRKIMAS
Rašytinė,,"UAB ""DELTACAR""",302249619,Deklaruojantysis,Pirkimas,KĘSTUTIS MAČIULIS,52000,"Juridiniai asmenys, registruoti Lietuvoje",2011-08-30,AUTOMOBILIS
Rašytinė,2011-01-25,UAB AUTOJUTA,135168464,Deklaruojantysis,Pirkimas,SVETLANA KAUZONIENĖ,57400,"Juridiniai asmenys, registruoti Lietuvoje",2011-01-25,AUTOMOBILIO PIRKIMAS
Rašytinė,2030-01-12,DANSKE BANK A/S LIETUVOS FILIALAS,112020289,Deklaruojantysis,Paskola (gauta),SVETLANA KAUZONIENĖ,461500,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-12,BŪSTO KREDITAS
Rašytinė,,AB SWEDBANKAS,112029651,Deklaruojantysis,Paskola (gauta),ALGIMANTA PABEDINSKIENĖ,48000,"Juridiniai asmenys, registruoti Lietuvoje",2008-09-05,PINIGINĖ PASKOLA - KREDITO LINIJA
Rašytinė,2004-04-14,IĮ BALSIO STATYBOS ĮMONĖ,120823597,Deklaruojantysis,Pirkimas,GIEDRIUS MOZŪRAITIS,150000,"Juridiniai asmenys, registruoti Lietuvoje",2003-10-06,BUTO PIRKIMAS
Rašytinė,2016-06-20,BANKAS SWEDBANKAS,,Deklaruojantysis,Paskola (gauta),RITAS VAIGINAS,25000,"Juridiniai asmenys, registruoti Lietuvoje",2011-06-20,VARTOJIMO PASKOLA
Rašytinė,,SWEDBANK,,Deklaruojantysis,Paskola (gauta),GIEDRIUS MOZŪRAITIS,150000,"Juridiniai asmenys, registruoti Lietuvoje",2004-03-02,PASKOLA BUTO PIRKIMUI
Notarinė,2011-06-30,GINEVIČ TERESA GELENA,,Deklaruojantysis ir sutuoktinis,Pirkimas,GIEDRIUS MOZŪRAITIS,212000,"Fiziniai asmenys, registruoti Lietuvoje",2011-05-10,ŽEMĖS SKLYPO PIRKIMAS
Rašytinė,,"UAB ""BAM LIT""",,Deklaruojantysis,Paskola (gauta),GINTARAS JONAS FURMANAVIČIUS,80000,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-01,PINIGAI
Rašytinė,,ROLANDAS BORTKŪNAS,,Deklaruojantysis,Paskola (suteikta),GINTARAS JONAS FURMANAVIČIUS,64000,"Fiziniai asmenys, registruoti Lietuvoje",2007-01-01,PINIGAI
Rašytinė,2012-09-06,AB ŪKIO BANKAS,112020136,Deklaruojantysis,Indėlis,RAIMUNDAS PALIUKAS,17444,"Juridiniai asmenys, registruoti Lietuvoje",2012-06-06,TERMINUOTAS INDĖLIS
Rašytinė,,SWEDBANK,,Deklaruojantysis ir sutuoktinis,Paskola (gauta),GIEDRIUS MOZŪRAITIS,603510,"Juridiniai asmenys, registruoti Lietuvoje",2011-05-19,PASKOLA ŽEMĖS SKLYPO PIRKIMUI IR GYVENAMOJO NAMO STATYBAI
Rašytinė,,SWEDBANK,,Deklaruojantysis ir sutuoktinis,Paskola (gauta),GIEDRIUS MOZŪRAITIS,139887,"Juridiniai asmenys, registruoti Lietuvoje",2012-05-25,PASKOLA ŽEMĖS SKLYPO PIRKIMUI IR GYVENAMOJO NAMO STATYBAI
Rašytinė,,EDMUNDAS RUPKUS,,Deklaruojantysis,Paskola (suteikta),GINTARAS JONAS FURMANAVIČIUS,80000,"Fiziniai asmenys, registruoti Lietuvoje",2012-01-01,PINIGAI
Rašytinė,,ROMAS GRIGALEVIČIUS,,Deklaruojantysis,Paskola (suteikta),GINTARAS JONAS FURMANAVIČIUS,30000,"Fiziniai asmenys, registruoti Lietuvoje",2011-01-01,PINIGAI
Rašytinė,,UAB MIŠKO TURTAS,301857643,Deklaruojantysis,Pardavimas,VYTAUTAS BERNATONIS,20000,"Juridiniai asmenys, registruoti Lietuvoje",2012-09-30,NENUKIRSTO MIŠKO BEI APVALIOSIOS MEDIENOS PARDAVIMAS
Rašytinė,,"KREDITO UNIJA ,,SVEIKATOS DRAUDIMAS''",110088238,Deklaruojantysis,Indėlis,ANDŽELA ŠAKINIENĖ,30380,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-08,TERMINUOTI INDĖLIAI
Rašytinė,,AKCINĖ BENDROVĖ ŪKIO BANKAS,112020136,Deklaruojantysis,Indėlis,ANDŽELA ŠAKINIENĖ,5000,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-08,TERMINUOTAS IR KAUPIAMASIS INDĖLIS
Rašytinė,,"UŽDAROJI AKCINĖ GYVYBĖS DRAUDIMO IR PENSIJŲ BENDROVĖ ""AVIVA LIETUVA""",111744827,Deklaruojantysis,Draudimas,ANDŽELA ŠAKINIENĖ,21000,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-08,GYVYBĖS DRAUDIMAS
Rašytinė,2012-08-08,SOCIALINIŲ MOKSLŲ KOLEGIJA,291823650,Deklaruojantysis,Autorinė sutartis,ANDŽELA ŠAKINIENĖ,4000,"Juridiniai asmenys, registruoti Lietuvoje",2012-08-08,METODINĖS MEDŽIAGOS PARUOŠIMAS
Notarinė,,KRISTINA ŠPUKAITĖ,,Sutuoktinis,Pardavimas,GEDIMINAS DALINKEVIČIUS,12000,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-19,NEKILNOJAMAS TURTAS
Notarinė,,MARIJUS MIEŽLAIŠKIS,,Sutuoktinis,Pardavimas,GEDIMINAS DALINKEVIČIUS,12000,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-19,NEKILNOJAMAS TURTAS
Rašytinė,,KĘSTUTIS SABOCKIS,,Deklaruojantysis,Paskola (gauta),ARVYDAS SABOCKIS,325000,"Fiziniai asmenys, registruoti Lietuvoje",2007-01-05,PASKOLA
Rašytinė,,NORDEA BANK,112025592,Deklaruojantysis,Paskola (gauta),ARVYDAS SABOCKIS,330000,"Juridiniai asmenys, registruoti Lietuvoje",2007-07-03,PASKOLA
Rašytinė,,UAB GEODEZINIAI MATAVIMAI,300101828,Deklaruojantysis,Paskola (suteikta),ARVYDAS SABOCKIS,50000,"Juridiniai asmenys, registruoti Lietuvoje",2009-10-14,PASKOLA ĮMONEI
Rašytinė,,KĘSTUTIS SABOCKIS,,Sutuoktinis,Paskola (gauta),ARVYDAS SABOCKIS,325000,"Fiziniai asmenys, registruoti Lietuvoje",2007-01-05,PASKOLA
Notarinė,,LIETUVOS RESPUBLIKOS VALSTYBĖ,188704927,Deklaruojantysis,Pirkimas,AURIMAS TRUNCĖ,6000,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-23,ŽEMĖS SKLYPAS
Notarinė,,LIETUVOS RESPUBLIKOS VALSTYBĖ,188704927,Deklaruojantysis,Pirkimas,AURIMAS TRUNCĖ,5000,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-23,ŽEMĖS SKLYPAS
Notarinė,,LIETUVOS RESPUBLIKOS VALSTYBĖ,188704927,Deklaruojantysis,Pirkimas,AURIMAS TRUNCĖ,5000,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-23,ŽEMĖS SKLYPAS
Rašytinė,2013-04-30,UAB SEB LIZINGAS,123051535,Deklaruojantysis,Išsimokėtinas pirkimas,SERGEJ URSUL,94439,"Juridiniai asmenys, registruoti Lietuvoje",2008-04-30,ŽEMĖS ŪKIO TECHNIKA
Notarinė,2014-10-31,UAB POHJOLA FINANCE,302247917,Deklaruojantysis,Paskola (gauta),SERGEJ URSUL,93635,"Juridiniai asmenys, registruoti Lietuvoje",2010-01-28,PASKOLA ŽEMĖS ŪKIO TECHNIKAI ĮSIGYTI
Notarinė,,LIETUVOS RESPUBLIKOS VALSTYBĖ,188704927,Deklaruojantysis,Pirkimas,AURIMAS TRUNCĖ,5000,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-23,ŽEMĖS SKLYPAS
Notarinė,,LIETUVOS RESPUBLIKOS VALSTYBĖ,188704927,Deklaruojantysis,Pirkimas,AURIMAS TRUNCĖ,3000,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-23,ŽEMĖS SKLYPAS
Notarinė,2013-10-18,AB ROKIŠKIO PIENAS,173057512,Deklaruojantysis,Paskola (gauta),SERGEJ URSUL,76000,"Juridiniai asmenys, registruoti Lietuvoje",2010-10-18,APYVARTINĖMS LĖŠOMS
Notarinė,2014-12-31,AB ROKIŠKIO PIENAS,173057512,Deklaruojantysis,Paskola (gauta),SERGEJ URSUL,90000,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-16,APYVARTINĖMS LĖŠOMS
Rašytinė,,ANTANAS SADAUSKAS,,Deklaruojantysis,Pirkimas,AURIMAS TRUNCĖ,6000,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-15,PASTATŲ-GARAŽŲ DALYS
Rašytinė,,FIZINIS ASMUO,,Deklaruojantysis,Pirkimas,AURIMAS TRUNCĖ,6000,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-15,PASTATŲ-GARAŽŲ DALYS
Notarinė,2016-02-10,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),SERGEJ URSUL,558928,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-16,APYVARTINĖMS LĖŠOMS IR ŽEMĖS ŪKIO TECHNIKAI ĮSIGYTI
Rašytinė,,FIZINIS ASMUO,,Deklaruojantysis,Pirkimas,AURIMAS TRUNCĖ,6000,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-15,PASTATŲ-GARAŽŲ DALYS
Rašytinė,,UAB GLOTERA,125560196,Sutuoktinis,Pirkimas,JONAS PINSKUS,30495,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-13,KELIONĖ
Rašytinė,,EUGENIJUS MACIULEVIČIUS,,Sutuoktinis,Pardavimas,JONAS PINSKUS,29600,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-05,AKCIJOS
Rašytinė,,AB  SNORO BANKAS,112025973,Deklaruojantysis,Pirkimas,GEDIMINAS JAKAVONIS,25000,"Juridiniai asmenys, registruoti Lietuvoje",2006-11-06,PASKOLA
Rašytinė,,UAB RUVĖJA,124659063,Deklaruojantysis,Nuoma,VILIJA FILIPOVIČIENĖ,357239,"Juridiniai asmenys, registruoti Lietuvoje",2005-10-31,NUOMUOJAMOS ADMINISTRACINĖS PATALPOS
Rašytinė,,UAB RUVĖJA,124659063,Deklaruojantysis,Nuoma,VILIJA FILIPOVIČIENĖ,129312,"Juridiniai asmenys, registruoti Lietuvoje",2006-01-30,NUOMUOJAMOS SANDĖLIAVIMO PATALPOS
Notarinė,2011-10-07,,,Deklaruojantysis,Vienašaliai sandoriai,MEČISLOVAS ZASČIURINSKAS,36875,,2011-10-07,PAVELDĖJIMAS
Rašytinė,,UAB AŠKINĖ,,Deklaruojantysis,Nuoma,VILIJA FILIPOVIČIENĖ,337777,"Juridiniai asmenys, registruoti Lietuvoje",2004-10-04,NUOMOJAMOS SANDĖLIAVIMO PATALPOS
Rašytinė,2012-06-29,UAB AŠKINĖ,,Deklaruojantysis,Nuoma,VILIJA FILIPOVIČIENĖ,480235,"Juridiniai asmenys, registruoti Lietuvoje",2004-11-22,NUOMUOJAMOS ADMINISTRACINĖS PATALPOS
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),VILIJA FILIPOVIČIENĖ,400000,"Juridiniai asmenys, registruoti Lietuvoje",2008-06-16,"PASKOLA , PINIGAI"
Rašytinė,,UAB RUVĖJA,124659063,Deklaruojantysis,Paskola (suteikta),VILIJA FILIPOVIČIENĖ,70000,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-01,"PASKOLA ,PINIGAI"
Rašytinė,2012-05-08,"UAB ""ESAMA""",302312382,Deklaruojantysis,Pardavimas,JOLANTA GAUDUTIENĖ,400000,"Juridiniai asmenys, registruoti Lietuvoje",2010-12-14,AKCIJOS
Rašytinė,,"KONCERNAS VIKONDA, UAB",261592650,Deklaruojantysis,Paskola (gauta),VIKTORAS FIODOROVAS,43000,"Juridiniai asmenys, registruoti Lietuvoje",2011-09-05,PINIGAI
Notarinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),JOLANTA GAUDUTIENĖ,33000,"Juridiniai asmenys, registruoti Lietuvoje",2005-08-16,PINIGAI
Rašytinė,,"UAB ""GLASGET""",300589676,Deklaruojantysis,Paskola (suteikta),JOLANTA GAUDUTIENĖ,400000,"Juridiniai asmenys, registruoti Lietuvoje",2010-12-23,PINIGAI
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),VYDAS GEDVILAS,780000,"Juridiniai asmenys, registruoti Lietuvoje",2005-03-04,GAUTA PASKOLA
Rašytinė,,"UAB ""GLOTERA""",125560196,Deklaruojantysis,Pirkimas,ŽIVILĖ PINSKUVIENĖ,30495,"Juridiniai asmenys, registruoti Lietuvoje",2012-03-13,KELIONĖ
Rašytinė,,EUGENIJUS MACIULEVIČIUS,,Deklaruojantysis,Pardavimas,ŽIVILĖ PINSKUVIENĖ,29600,"Fiziniai asmenys, registruoti Lietuvoje",2011-12-05,AKCIJOS
Rašytinė,,"AS ""UNICREDIT BANK"" LIETUVOS SKYRIUS",300631470,Deklaruojantysis,Paskola (gauta),DANGUTĖ MIKUTIENĖ,138000,"Juridiniai asmenys, registruoti Lietuvoje",2010-04-08,GAUTA PASKOLA
Rašytinė,,AB DNB BANKAS,112029270,Deklaruojantysis ir sutuoktinis,Paskola (gauta),DANGUTĖ MIKUTIENĖ,320000,"Juridiniai asmenys, registruoti Lietuvoje",2007-12-10,GAUTA PASKOLA
Notarinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),VIRGINIJA BALTRAITIENĖ,88000,"Juridiniai asmenys, registruoti Lietuvoje",2007-09-04,BŪSTO PASKOLA
Rašytinė,,"COMPENSA LIFE VIENNA INSURANCE GROUP SE LIETUVOS F
ILIALAS",301135655,Deklaruojantysis,Draudimas,VIRGINIJA BALTRAITIENĖ,20000,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-12,KAUPIAMASIS GYVYBĖS DRAUDIMAS
Rašytinė,,SWEDBANK LIFE INSURANCE SE LIETUVOS FILIALAS,302458056,Deklaruojantysis,Draudimas,VIRGINIJA BALTRAITIENĖ,20000,"Juridiniai asmenys, registruoti Lietuvoje",2006-12-01,KAUPIAMASIS GYVYBĖS DRAUDIMAS
Rašytinė,2012-08-01,JUOZAS DAUKŠYS,,Deklaruojantysis,Vertybinių popierių sandoriai,KĘSTUTIS DAUKŠYS,21778,"Fiziniai asmenys, registruoti Lietuvoje",2012-04-24,AKCIJOS
Rašytinė,2012-03-01,LIGITA LUKAŠEVIČIŪTĖ,,Deklaruojantysis,Vertybinių popierių sandoriai,KĘSTUTIS DAUKŠYS,17524,"Fiziniai asmenys, registruoti Lietuvoje",2012-03-01,AKCIJOS
Rašytinė,2012-01-03,"UAB ""BALTICUM""",110010638,Deklaruojantysis,Paskola (gauta),KĘSTUTIS DAUKŠYS,70000,"Juridiniai asmenys, registruoti Lietuvoje",2011-10-25,PASKOLA
Rašytinė,,UAB SWEDBANK LIZINGAS,111568069,Deklaruojantysis,Nuoma,VYTAUTAS GAPŠYS,99218,"Juridiniai asmenys, registruoti Lietuvoje",2009-02-12,AUTOMOBILIO NUOMA
Rašytinė,,UAB EDVERVITA,161188589,Deklaruojantysis,Paskola (gauta),VYTAUTAS GAPŠYS,330000,"Juridiniai asmenys, registruoti Lietuvoje",2008-02-26,PINIGAI
Rašytinė,,NORDEA BANK FINLAND PLC,112025592,Sutuoktinis,Paskola (gauta),VYTAUTAS GAPŠYS,300000,"Juridiniai asmenys, registruoti Lietuvoje",2008-04-18,PINIGAI BŪSTUI ĮSIGYTI
Rašytinė,,VYTENIS MAŽIULIS,,Deklaruojantysis,Vertybinių popierių sandoriai,VIKTOR USPASKICH,1020000,"Fiziniai asmenys, registruoti Lietuvoje",2012-02-09,UAB INTERNETO ŽINIOS  PARDAVIMAS
Rašytinė,,KONCERNAS VIKONDA UAB,261592650,Deklaruojantysis,Nuoma,VIKTOR USPASKICH,21323,"Juridiniai asmenys, registruoti Lietuvoje",2008-12-03,AUTOMOBILIS
Rašytinė,,AB SEB BANKAS,,Deklaruojantysis,Indėlis,KRISTINA BRAZAUSKIENĖ,152804,"Juridiniai asmenys, registruoti Lietuvoje",2011-01-01,PINIGAI
Rašytinė,,UAB AISUVA,134298063,Deklaruojantysis,Nuoma,VIKTOR USPASKICH,13559,"Juridiniai asmenys, registruoti Lietuvoje",2008-08-01,PATALPOS
Rašytinė,,KONCERNAS VIKONDA UAB,261592650,Deklaruojantysis,Nuoma,VIKTOR USPASKICH,32964,"Juridiniai asmenys, registruoti Lietuvoje",2010-02-01,DALIS PATALPŲ
Rašytinė,,KONCERNAS VIKONDA UAB,261592650,Deklaruojantysis,Paslauga,VIKTOR USPASKICH,56786,"Juridiniai asmenys, registruoti Lietuvoje",2008-12-01,TELEFONINIAI POKALBIAI
Rašytinė,,UAB KĖDAINIŲ NEPRIKLAUSOMŲ PATARĖJŲ AGENTŪRA,161621243,Deklaruojantysis,Paslauga,VIKTOR USPASKICH,13963,"Juridiniai asmenys, registruoti Lietuvoje",2012-04-02,PATALPŲ APSAUGA
Rašytinė,2012-01-23,UAB VIA MEDIA,111625698,Deklaruojantysis,Paslauga,VIKTOR USPASKICH,142500,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-23,VIDEOKLIPO TRANSLIACIJA
Rašytinė,,CENTEA SA BANK,,Deklaruojantysis,Paskola (gauta),VIKTOR USPASKICH,1457082,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2009-09-16,PINIGAI
Notarinė,,DALIUS VAIGINIS,,Deklaruojantysis,Paskola (suteikta),VIKTOR USPASKICH,39530,"Fiziniai asmenys, registruoti Lietuvoje",1997-08-05,PINIGAI
Notarinė,,UAB MEDA,182727545,Deklaruojantysis,Paskola (suteikta),VIKTOR USPASKICH,60000,"Juridiniai asmenys, registruoti Lietuvoje",1996-01-26,PINIGAI
Rašytinė,,ALGIRDAS PETKEVIČIUS,,Deklaruojantysis,Paskola (suteikta),VIKTOR USPASKICH,60775,"Fiziniai asmenys, registruoti Lietuvoje",2002-10-10,PINIGAI
Rašytinė,,ZIGMAS KOMISORAITIS,,Deklaruojantysis,Paskola (suteikta),VIKTOR USPASKICH,581268,"Fiziniai asmenys, registruoti Lietuvoje",1996-06-12,PINIGAI
Rašytinė,,LINA LAPINSKIENĖ,,Deklaruojantysis,Paskola (suteikta),VIKTOR USPASKICH,20000,"Fiziniai asmenys, registruoti Lietuvoje",2012-04-23,PINIGAI
Rašytinė,,DAIVA RAMANAUSKIENĖ,,Deklaruojantysis,Paskola (suteikta),VIKTOR USPASKICH,200000,"Fiziniai asmenys, registruoti Lietuvoje",2008-08-12,PINIGAI
Rašytinė,,NORDEA BANK FINLAND PLC LIETUVOS SKYRIUS,112025592,Deklaruojantysis,Paskola (gauta),VILMANTAS MOCERENKO,234189,"Juridiniai asmenys, registruoti Lietuvoje",2007-07-12,BŪSTO  PASKOLA
Rašytinė,,NORDEA BANK FINLAND PLC LIETUVOS SKYRIUS,112025592,Deklaruojantysis,Paskola (gauta),VILMANTAS MOCERENKO,20716,"Juridiniai asmenys, registruoti Lietuvoje",2007-12-07,VARTOJIMO PASKOLA
Rašytinė,,UAB INTERNETO ŽINIOS,302440873,Deklaruojantysis,Paskola (suteikta),VIKTOR USPASKICH,50000,"Juridiniai asmenys, registruoti Lietuvoje",2011-03-31,PINIGAI
Rašytinė,,UAB VIKOIL,300137176,Deklaruojantysis,Paskola (suteikta),VIKTOR USPASKICH,160000,"Juridiniai asmenys, registruoti Lietuvoje",2010-02-01,PINIGAI
Rašytinė,,KONCERNAS VIKONDA UAB,261592650,Deklaruojantysis,Paskola (suteikta),VIKTOR USPASKICH,6426815,"Juridiniai asmenys, registruoti Lietuvoje",2009-07-01,PINIGAI
Rašytinė,,DARBO PARTIJA,195725423,Deklaruojantysis,Kiti prievolių įvykdymą užtikrinantys sandoriai,VIKTOR USPASKICH,500000,"Juridiniai asmenys, registruoti Lietuvoje",2008-07-16,LĖŠŲ ĮKEITIMAS  BANKUI
Rašytinė,,DARBO PARTIJA,195725423,Deklaruojantysis,Kiti prievolių įvykdymą užtikrinantys sandoriai,VIKTOR USPASKICH,800000,"Juridiniai asmenys, registruoti Lietuvoje",2011-04-28,LĖŠŲ ĮKEITIMAS BANKUI
Kita,2012-04-09,AVTOIMIDZ,,Deklaruojantysis,Kiti sandoriai,VIKTOR USPASKICH,63215,Užsienio fiziniai ir juridiniai asmenys (neregistruoti Lietuvoje),2012-04-09,ASMENINIAI PIRKINIAI
Rašytinė,,KONCERNAS VIKONDA UAB,261592650,Sutuoktinis,Paskola (suteikta),VIKTOR USPASKICH,6426815,"Juridiniai asmenys, registruoti Lietuvoje",2009-07-01,PINIGAI
Rašytinė,,KONCERNAS VIKONDA UAB,261592650,Deklaruojantysis ir sutuoktinis,Paskola (suteikta),VIKTOR USPASKICH,3630627,"Juridiniai asmenys, registruoti Lietuvoje",2008-12-23,PINIGAI
Rašytinė,,KONCERNAS VIKONDA UAB,261592650,Deklaruojantysis ir sutuoktinis,Paskola (suteikta),VIKTOR USPASKICH,2726603,"Juridiniai asmenys, registruoti Lietuvoje",2009-11-02,PINIGAI
Rašytinė,,UAB KREKENAVOS PAŠARAI,110666610,Deklaruojantysis ir sutuoktinis,Paskola (suteikta),VIKTOR USPASKICH,3980000,"Juridiniai asmenys, registruoti Lietuvoje",2010-03-01,PINIGAI
Rašytinė,,KB KĖDAINIŲ ARUODAI,302429179,Deklaruojantysis ir sutuoktinis,Paskola (suteikta),VIKTOR USPASKICH,900000,"Juridiniai asmenys, registruoti Lietuvoje",2011-03-01,PINIGAI
Rašytinė,,UAB GENERAL FINANCING,300515252,Deklaruojantysis,Paskola (gauta),RYMANTAS JURGELAITIS,10959,"Juridiniai asmenys, registruoti Lietuvoje",2011-12-22,GAUTA VARTOJIMO PASLAUGA
Rašytinė,,AB SWEDBANKAS,112029651,Deklaruojantysis,Paskola (gauta),RYMANTAS JURGELAITIS,11218,"Juridiniai asmenys, registruoti Lietuvoje",2011-04-12,GAUTA VARTOJIMO PASKOLA
Rašytinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),ALMANTAS MAIŽIEŠIUS,100000,"Juridiniai asmenys, registruoti Lietuvoje",2006-06-23,PINIGAI
Rašytinė,,AB DNB BANKAS,,Sutuoktinis,Paskola (gauta),NIJOLĖ ŠIUGŽDINIENĖ,15000,"Juridiniai asmenys, registruoti Lietuvoje",2011-10-10,PINIGAI
Notarinė,2039-03-05,AB SWED BANKAS,112029651,Deklaruojantysis,Paskola (gauta),AUKSĖ KRUKAUSKIENĖ,650000,"Juridiniai asmenys, registruoti Lietuvoje",2011-03-29,BŪSTO PASKOLA
Notarinė,2028-05-08,AB SWED BANKAS,112029651,Deklaruojantysis,Paskola (gauta),AUKSĖ KRUKAUSKIENĖ,50000,"Juridiniai asmenys, registruoti Lietuvoje",2008-05-08,BŪSTO PASKOLA
Notarinė,,AB SWEDBANK,112029651,Deklaruojantysis,Paskola (gauta),VITALIJUS BERGAUDAS,104000,"Juridiniai asmenys, registruoti Lietuvoje",2007-02-05,PINIGAI
Rašytinė,,AB DNB BANKAS,,Deklaruojantysis,Paskola (gauta),JURGA ŠIUGŽDINYTĖ,30000,"Juridiniai asmenys, registruoti Lietuvoje",2011-04-01,PINIGAI
Rašytinė,,AB SWEDBANK,,Deklaruojantysis,Paskola (gauta),JOLITA ALEKSEJŪNIENĖ,17000,"Juridiniai asmenys, registruoti Lietuvoje",2009-02-12,PINIGAI
Rašytinė,,AB ŪKIO BANKAS,,Deklaruojantysis,Paskola (gauta),VIRGINIJUS SUNGAILA,38500,"Juridiniai asmenys, registruoti Lietuvoje",2006-07-28,PINIGAI
Rašytinė,,AB SEB BANKAS,,Sutuoktinis,Paskola (gauta),AUŠRINĖ MAIŽIEŠIENĖ,100000,"Juridiniai asmenys, registruoti Lietuvoje",2006-06-23,PINIGAI
Notarinė,2012-08-30,BUTO PIRKIMAS,,Deklaruojantysis,Pirkimas,GINTARAS SABECKIS,45000,"Fiziniai asmenys, registruoti Lietuvoje",2010-11-24,BUTO PIRKIMAS
Notarinė,,AB SEB BANKAS,112021238,Deklaruojantysis,Paskola (gauta),GIEDRIUS PAVILIONIS,101175,"Juridiniai asmenys, registruoti Lietuvoje",2006-06-09,GAUTA PASKOLA SKLYPO PIRKIMUI IR NAMO STATYBAI
Rašytinė,,UAB SWEDBANK LIZINGAS,111568069,Deklaruojantysis,Išsimokėtinas pirkimas,SVETLANA MARTINKO,24400,"Juridiniai asmenys, registruoti Lietuvoje",2008-10-17,AUTOMOBILIS OPEL VIVARO TOUR
Rašytinė,,UAB GENERAL FINANCING,300515252,Deklaruojantysis,Paskola (gauta),SVETLANA MARTINKO,22009,"Juridiniai asmenys, registruoti Lietuvoje",2011-03-03,VARTOJIMO PASKOLA
Rašytinė,2011-12-21,"UAB ""ŪKIO BANKO INVESTICINĖ GRUPĖ""",135201099,Deklaruojantysis,Vertybinių popierių sandoriai,VLADIMIR ROMANOV,6230000,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-15,VERTYBINIŲ POPIERIŲ (AKCIJŲ) ĮSIGIJIMAS
Rašytinė,2011-12-21,"UAB ""ŪKIO BANKO INVESTICINĖ GRUPĖ""",135201099,Deklaruojantysis,Vertybinių popierių sandoriai,VLADIMIR ROMANOV,5000000,"Juridiniai asmenys, registruoti Lietuvoje",2011-11-15,VERTYBINIŲ POPIERIŲ (AKCIJŲ) ĮSIGIJIMAS
Rašytinė,2012-01-25,"VERTYBINIŲ POPOIERIŲ BIRŽA AB ""NASDAQ OMX"" VILNIUS",110057488,Deklaruojantysis,Vertybinių popierių sandoriai,VLADIMIR ROMANOV,5787608,"Juridiniai asmenys, registruoti Lietuvoje",2012-01-24,VERTYBINIŲ POPIERIŲ (AKCIJŲ) ĮSIGIJIMAS VP BIRŽOJE
